"id","journal","invitation.date","year","open.review","review.complete","name.published","recommendation","accepted","review.time","polarity","subjectivity","nchar","reviewer.status","gender"
426,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
426,1,2010-03-01,0,1,2,1,3,2,61,0.108526706137,0.386983278159749,5302,3,2
426,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,1,2
427,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,3
427,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,1
427,1,2010-02-01,0,1,2,1,3,2,39,0.160330086580087,0.462532467532467,4287,3,2
427,1,2010-02-01,0,1,2,1,1,2,68,0.200769230769231,0.405,939,3,2
428,1,2010-02-01,0,1,2,1,1,2,62,0.196428571428571,0.277380952380952,509,3,3
428,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,1,3
428,1,2010-02-01,0,1,2,1,2,2,42,0.156316964285714,0.384508928571429,4088,3,2
428,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,1,2
429,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,1,2
429,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
429,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
429,1,2010-02-01,0,1,2,1,3,2,20,-0.0218181818181818,0.544090909090909,1265,3,2
429,1,2010-01-01,0,1,1,1,NA,1,NA,0,0,0,2,2
429,1,2010-02-01,0,1,2,1,3,2,10,0.0638888888888889,0.592592592592593,925,3,2
429,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
429,1,2010-01-01,0,1,1,1,NA,1,NA,0,0,0,3,2
430,1,2010-01-01,0,1,2,1,2,2,61,0.179415836101883,0.524916943521595,3168,3,2
430,1,2010-01-01,0,1,2,1,2,2,41,0.0317717996289425,0.381354359925789,3405,3,2
431,1,2010-02-01,0,1,2,1,2,2,26,0.116729797979798,0.504671717171717,3077,3,3
431,1,2010-02-01,0,1,2,1,2,2,32,-0.0162568306010929,0.429508196721311,5652,3,3
432,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,1
432,1,2010-02-01,0,1,2,1,3,2,22,0.095900974025974,0.459650072150072,2625,3,1
432,1,2010-02-01,0,1,2,1,3,2,39,0.171103896103896,0.372132034632035,2304,3,2
433,1,2010-02-01,0,1,2,1,3,2,17,0.139904306220096,0.473891547049442,3741,3,2
433,1,2010-02-01,0,1,1,1,NA,2,NA,0,0,0,2,2
433,1,2010-02-01,0,1,1,1,NA,2,NA,0,0,0,3,2
434,1,2010-02-01,0,1,2,1,1,2,3,0.17827380952381,0.347619047619048,618,3,3
434,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,3
435,1,2010-02-01,0,1,2,1,3,2,41,0.0718013958830285,0.44316856612775,3448,1,3
435,1,2010-02-01,0,1,2,1,3,2,28,0.273697916666667,0.494791666666667,1441,3,3
436,1,2010-02-01,0,1,1,1,NA,2,NA,0,0,0,3,1
436,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,2
436,1,2010-02-01,0,1,2,1,2,2,72,0.0799761904761905,0.480123015873016,2095,3,2
437,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
437,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
437,1,2010-02-01,0,1,2,1,1,2,59,0.0921849593495935,0.470296167247387,3700,3,3
437,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
437,1,2010-02-01,0,1,2,1,1,2,45,0.084072249589491,0.402066228790367,7354,3,2
438,1,2010-02-01,0,1,2,1,3,2,28,0.119932930918846,0.459166666666667,5315,3,2
438,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,1,2
438,1,2010-02-01,0,1,2,1,2,2,78,0.122121013543032,0.470650575214795,9405,1,1
439,1,2010-02-01,0,1,2,1,1,2,39,0.0850025879917184,0.413720669427191,2878,2,2
439,1,2010-02-01,0,1,2,1,1,2,74,0,0,0,3,2
439,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,3
440,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,3
440,1,2010-02-01,0,1,2,1,1,2,49,0.125277777777778,0.436031746031746,1099,3,3
440,1,2010-03-01,0,1,2,1,1,2,20,0.0956380208333333,0.4310546875,4312,3,2
440,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,3
440,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,3
441,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
441,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,1,1
441,1,2010-07-01,0,1,2,1,2,2,24,0.0618421052631579,0.458709273182957,1602,3,3
441,1,2010-02-01,0,1,2,1,2,2,37,0,0,0,3,2
441,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
442,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
442,1,2010-02-01,0,1,2,1,1,2,19,0.00882119514472456,0.418202614379085,3682,1,2
442,1,2010-02-01,0,1,2,1,1,2,20,0.0557142857142857,0.278214285714286,838,3,3
443,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,1
443,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
443,1,2010-02-01,0,1,1,1,NA,2,NA,0,0,0,2,2
443,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
443,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
443,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
443,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,1
443,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
443,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,1
443,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
443,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,2
444,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,3
444,1,2010-02-01,0,1,2,1,1,2,22,0.0104090354090354,0.54496336996337,3940,1,3
444,1,2010-02-01,0,1,2,1,1,2,25,0.0755382775119617,0.447946570972887,2316,3,2
445,1,2010-02-01,0,1,2,1,2,2,32,0.135924145299145,0.401378289919957,6762,3,1
445,1,2010-02-01,0,1,2,1,2,2,32,0.0663888888888889,0.466527777777778,3803,3,2
446,1,2010-03-01,0,1,2,1,2,2,38,0,0,0,3,2
446,1,2010-03-01,0,1,2,1,2,2,31,0.113135610766046,0.461277777777778,9085,3,2
447,1,2010-03-01,0,1,2,1,1,2,36,0,0,0,3,2
447,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,3
447,1,2010-02-01,0,1,2,1,1,2,57,0.102261904761905,0.431814143567875,4636,3,2
448,1,2010-06-01,0,1,2,1,1,2,26,0.158106060606061,0.562878787878788,1649,3,2
448,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,3
448,1,2010-06-01,0,1,1,1,NA,1,NA,0,0,0,3,3
448,1,2010-02-01,0,1,2,1,1,2,56,0.0418044077134986,0.278496654860291,1438,3,2
449,1,2010-02-01,0,1,2,1,1,2,16,0.0669437602627258,0.436497673782157,4322,3,2
449,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,1,2
449,1,2010-02-01,0,1,2,1,1,2,41,0.102720238095238,0.464886904761905,2988,3,2
450,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,1,1
450,1,2010-02-01,0,1,2,1,4,2,NA,0.19,0.655833333333333,340,1,2
450,1,2010-03-01,0,1,2,1,3,2,43,0.111060606060606,0.326060606060606,1575,3,1
451,1,2010-02-01,0,1,1,1,NA,1,NA,0,0,0,3,3
451,1,2010-02-01,0,1,2,1,2,2,29,0.0560416666666667,0.422651515151515,3670,1,2
451,1,2010-03-01,0,1,2,1,2,2,35,0.0598030045351474,0.429206349206349,7385,3,2
452,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,3
452,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,2
452,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
452,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,3
452,1,2010-05-01,0,1,1,1,NA,1,NA,0,0,0,3,3
452,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
452,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
452,1,2010-05-01,0,1,2,1,1,2,57,0.055257975642591,0.446347093077862,10237,3,2
452,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,2
453,1,2010-03-01,0,1,2,1,1,2,64,0.0125,0.519298245614035,1782,3,2
454,1,2010-03-01,0,1,2,1,2,2,28,0.118073593073593,0.541098484848485,2312,3,1
454,1,2010-03-01,0,1,2,1,1,2,39,0.045210879806468,0.398921886936593,4285,3,3
455,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,2
455,1,2010-03-01,0,1,2,1,2,2,33,0.0753458049886621,0.468826530612245,4800,3,2
455,1,2010-03-01,0,1,2,1,1,2,34,0,0,0,3,2
455,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
456,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
456,1,2010-03-01,0,1,2,1,3,2,38,0.0598703703703704,0.414126543209876,3851,1,2
456,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,2
456,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,2
456,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
456,1,2010-03-01,0,1,2,1,2,2,49,0.0632123432123432,0.439320124320124,8751,3,2
456,1,2010-03-01,0,1,1,1,NA,2,NA,0,0,0,1,2
457,1,2010-03-01,0,1,2,1,1,2,33,0.0790418586789555,0.408784562211982,4491,3,2
457,1,2010-03-01,0,1,2,1,2,2,35,0.142403846153846,0.481923076923077,1643,3,2
458,1,2010-03-01,0,1,2,1,1,2,32,0.0739440476190476,0.360180952380952,3777,3,1
458,1,2010-03-01,0,1,2,1,1,2,55,0.113461538461538,0.576538461538461,530,3,2
459,1,2010-03-01,0,1,2,1,2,2,17,-0.0256013872491145,0.493226092089728,3637,3,2
459,1,2010-03-01,0,1,2,1,1,2,9,0.0596762485481998,0.422735191637631,2936,1,3
460,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
460,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
460,1,2010-05-01,0,1,2,1,4,2,39,0.0373181818181818,0.444893939393939,1095,3,2
460,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,1
460,1,2010-05-01,0,1,2,1,4,2,22,0.147224157955865,0.464547038327526,4878,3,3
461,1,2010-03-01,0,1,2,1,3,2,15,0.5,0.5,179,3,1
461,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,1
461,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
461,1,2010-04-01,0,1,2,1,3,2,6,0.0621947496947497,0.341427553927554,1328,3,2
461,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
461,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,2
461,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,1
461,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
462,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
462,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,2
462,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,2,2
462,1,2010-04-01,0,1,2,1,3,2,13,0.0378205128205128,0.198076923076923,2056,3,2
462,1,2010-03-01,0,1,2,1,3,2,45,0.14102192134107,0.445912314635719,2887,1,2
462,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
462,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
463,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
463,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
463,1,2010-03-01,0,1,2,1,3,2,105,0.151307189542484,0.417483660130719,2628,1,2
463,1,2010-03-01,0,1,2,1,4,2,43,0.583333333333333,0.416666666666667,269,3,2
464,1,2010-03-01,0,1,2,1,1,2,1,0.101706198893699,0.476740019240019,2362,3,2
464,1,2010-03-01,0,1,2,1,1,2,50,-0.000754545454545452,0.44769696969697,1840,3,3
465,1,2010-03-01,0,1,2,1,1,2,34,0.0404889032200676,0.390710875882109,10310,3,2
465,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
465,1,2010-03-01,0,1,2,1,2,2,40,0,0,0,3,2
466,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,1
466,1,2010-03-01,0,1,2,1,1,2,3,0.164944444444444,0.592092592592593,3838,2,2
466,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
467,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,2
467,1,2010-04-01,0,1,2,1,2,2,14,0.0913118765292678,0.487847731978167,3236,1,2
467,1,2010-04-01,0,1,2,1,1,2,8,0.13145202020202,0.428636363636364,3724,1,2
468,1,2010-03-01,0,1,2,1,2,2,41,0,0,0,3,3
468,1,2010-03-01,0,1,2,1,3,2,40,0.0956959941466984,0.449593927199561,5513,1,2
469,1,2010-03-01,0,1,2,1,2,2,72,0.0625442412405303,0.367732853084416,3783,3,3
469,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,3
469,1,2010-03-01,0,1,2,1,1,2,27,0.066025641025641,0.455128205128205,1076,3,2
470,1,2010-03-01,0,1,2,1,2,2,36,0.109852022977023,0.479497585747586,2241,3,2
470,1,2010-03-01,0,1,2,1,3,2,24,0.075647804576376,0.48137136672851,4379,2,2
471,1,2010-05-01,0,1,1,1,NA,1,NA,0,0,0,3,1
471,1,2010-05-01,0,1,2,1,2,2,67,0.0670588340231197,0.461803474303474,5182,3,3
471,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,3
471,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,2,2
471,1,2010-03-01,0,1,2,1,4,2,75,0.0880434782608696,0.378623188405797,1709,2,3
472,1,2010-04-01,0,1,2,1,2,2,28,0,0,0,3,2
472,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,2
472,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
472,1,2010-04-01,0,1,2,1,4,2,1,0.3,0,71,3,2
472,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
472,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,2
473,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
473,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,1
473,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,2,2
473,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
473,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
473,1,2010-03-01,0,1,2,1,1,2,7,0.0885714285714286,0.358198412698413,1632,3,2
473,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
473,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,1
474,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,1,1
474,1,2010-04-01,0,1,2,1,2,2,46,0.0797551020408163,0.418189342403628,3290,1,3
474,1,2010-04-01,0,1,2,1,2,2,52,0.155688608776844,0.407570028011205,3651,3,2
474,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
474,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,2,1
475,1,2010-03-01,0,1,2,1,3,2,62,0.025,0.175,562,3,3
475,1,2010-03-01,0,1,2,1,1,2,42,0.124025974025974,0.436038961038961,867,3,3
476,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
476,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,1
476,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
476,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
476,1,2010-06-01,0,1,2,1,1,2,14,0.0536748866213152,0.478097127739985,5894,1,2
476,1,2010-04-01,0,1,2,1,2,2,15,0.0389604097452935,0.51704457364341,7884,2,2
477,1,2010-04-01,0,1,2,1,2,2,22,0.120145463510848,0.474660996055227,5082,3,2
477,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,2
477,1,2010-04-01,0,1,2,1,2,2,28,0.0498176570903844,0.500321723730815,4418,3,1
477,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
477,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
477,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
477,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
477,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
477,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
477,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
477,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
477,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,2
478,1,2010-03-01,0,1,2,1,2,2,50,0.0364285714285714,0.39265306122449,3192,3,2
478,1,2010-03-01,0,1,2,1,2,2,30,0.0566801619433198,0.460194556905083,5664,3,2
479,1,2010-03-01,0,1,2,1,1,2,77,0.0465277777777778,0.476686507936508,1622,3,2
479,1,2010-03-01,0,1,1,1,NA,1,NA,0,0,0,3,2
479,1,2010-04-01,0,1,2,1,1,2,43,0.132604895104895,0.445175657675658,2463,3,2
479,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,1
480,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,2
480,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
480,1,2010-04-01,0,1,2,1,1,2,73,0.0975490196078431,0.511274509803922,1875,3,3
480,1,2010-04-01,0,1,2,1,2,2,22,0.0992575757575758,0.513212121212121,4394,2,1
481,1,2010-04-01,0,1,2,1,2,2,25,0.120147707231041,0.399263668430335,3152,3,2
481,1,2010-04-01,0,1,2,1,3,2,77,0.0766610644257703,0.514403361344538,1809,1,2
482,1,2010-04-01,0,1,2,1,2,2,19,0.140298534798535,0.415205128205128,5993,3,3
482,1,2010-04-01,0,1,2,1,2,2,61,0.133856421356421,0.49962481962482,2723,3,2
482,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,2
483,1,2010-06-01,0,1,2,1,2,2,54,0.13734681372549,0.414701797385621,5358,3,2
483,1,2010-06-01,0,1,1,1,NA,1,NA,0,0,0,3,2
483,1,2010-06-01,0,1,1,1,NA,1,NA,0,0,0,3,2
483,1,2010-06-01,0,1,1,1,NA,1,NA,0,0,0,3,2
483,1,2010-08-01,0,1,2,1,3,2,65,0.138333333333333,0.328690476190476,1611,3,2
484,1,2010-05-01,0,1,1,1,NA,1,NA,0,0,0,3,1
484,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,1,2
484,1,2010-04-01,0,1,1,1,NA,1,NA,0,0,0,3,3
